date and time,temperature,humidity,wind speed,cloud cover,amount of precipitation
16.05.2024 18:00,19.3,73,11,25%,Trace of precipitation
16.05.2024 21:00,11.2,43,1,0%,
17.05.2024 00:00,12.8,56,19,50%,Trace of precipitation
17.05.2024 03:00,-8.0,43,14,100%,
17.05.2024 06:00,21.2,82,19,0%,
17.05.2024 09:00,15.5,93,3,0%,0.8
17.05.2024 12:00,22.0,65,17,25%,2.0
17.05.2024 15:00,-17.0,43,5,50%,0.3
17.05.2024 18:00,32.9,40,18,0%,0.5
17.05.2024 21:00,10.6,46,10,100%,
18.05.2024 00:00,23.1,69,1,100%,
18.05.2024 03:00,1.6,89,7,0%,0.3
18.05.2024 06:00,18.1,48,10,50%,
18.05.2024 09:00,1.5,74,4,100%,15.0
18.05.2024 12:00,5.8,47,17,100%,
18.05.2024 15:00,31.1,63,17,50%,
18.05.2024 18:00,10.1,58,13,50%,
18.05.2024 21:00,14.2,75,9,0%,
19.05.2024 00:00,20.7,89,2,70 – 80%,3.0
19.05.2024 03:00,17.0,91,8,25%,9.0
19.05.2024 06:00,13.5,98,2,70 – 80%,0.3
19.05.2024 09:00,15.6,82,10,70 – 80%,
19.05.2024 12:00,36.0,66,11,100%,
19.05.2024 15:00,11.4,71,11,50%,
19.05.2024 18:00,14.0,53,2,100%,
19.05.2024 21:00,22.5,96,6,25%,
20.05.2024 00:00,23.1,57,13,0%,
20.05.2024 03:00,23.9,67,10,25%,
20.05.2024 06:00,18.4,99,6,100%,
20.05.2024 09:00,0.6,68,9,100%,
20.05.2024 12:00,28.3,55,10,100%,
20.05.2024 15:00,0.5,74,14,100%,
20.05.2024 18:00,15.0,86,18,70 – 80%,
20.05.2024 21:00,4.5,98,15,0%,0.8
21.05.2024 00:00,11.4,98,19,70 – 80%,
21.05.2024 03:00,15.3,70,11,100%,5.0
21.05.2024 06:00,15.2,43,17,50%,
21.05.2024 09:00,16.2,76,12,70 – 80%,8.0
21.05.2024 12:00,28.1,56,4,100%,
21.05.2024 15:00,16.5,78,3,100%,0.3
21.05.2024 18:00,9.6,87,13,0%,
21.05.2024 21:00,21.6,85,7,25%,Trace of precipitation
22.05.2024 00:00,23.9,65,8,70 – 80%,
22.05.2024 03:00,-0.3,87,18,70 – 80%,
22.05.2024 06:00,18.0,78,2,70 – 80%,10.0
22.05.2024 09:00,19.0,80,4,100%,
22.05.2024 12:00,9.0,43,17,0%,6.0
22.05.2024 15:00,25.8,69,0,100%,
22.05.2024 18:00,10.5,69,7,100%,
22.05.2024 21:00,13.3,61,18,50%,2.0
23.05.2024 00:00,10.3,50,16,0%,
23.05.2024 03:00,12.2,41,16,70 – 80%,
23.05.2024 06:00,1.0,83,10,25%,7.0
23.05.2024 09:00,-2.4,51,1,70 – 80%,Trace of precipitation
23.05.2024 12:00,27.9,69,5,100%,3.0
23.05.2024 15:00,3.5,75,13,0%,
23.05.2024 18:00,2.1,57,2,0%,
23.05.2024 21:00,-9.5,65,11,0%,
24.05.2024 00:00,5.6,92,3,50%,
24.05.2024 03:00,-1.2,46,11,70 – 80%,2.0
24.05.2024 06:00,28.4,40,12,50%,
24.05.2024 09:00,22.1,97,1,25%,
24.05.2024 12:00,5.1,65,1,100%,
24.05.2024 15:00,34.5,62,14,50%,Trace of precipitation
24.05.2024 18:00,21.8,65,16,50%,Trace of precipitation
24.05.2024 21:00,8.8,84,6,100%,Trace of precipitation
25.05.2024 00:00,-13.0,45,13,0%,
25.05.2024 03:00,34.9,45,11,100%,3.0
25.05.2024 06:00,-1.9,83,16,70 – 80%,0.5
25.05.2024 09:00,-4.5,47,13,100%,
25.05.2024 12:00,22.2,63,5,0%,
25.05.2024 15:00,36.4,61,18,100%,
25.05.2024 18:00,25.8,58,5,50%,
25.05.2024 21:00,17.6,76,17,25%,6.0
26.05.2024 00:00,17.9,57,4,50%,
26.05.2024 03:00,20.5,70,5,25%,
26.05.2024 06:00,19.6,76,1,100%,22.0
26.05.2024 09:00,14.8,69,7,70 – 80%,Trace of precipitation
26.05.2024 12:00,13.0,96,14,100%,2.0
26.05.2024 15:00,11.4,81,14,0%,
26.05.2024 18:00,4.5,72,10,100%,
26.05.2024 21:00,9.2,49,0,25%,
27.05.2024 00:00,-4.9,76,17,50%,
27.05.2024 03:00,11.0,51,11,70 – 80%,
27.05.2024 06:00,2.1,93,11,100%,
27.05.2024 09:00,1.0,69,10,100%,
27.05.2024 12:00,13.8,66,7,50%,
27.05.2024 15:00,25.9,78,6,70 – 80%,
27.05.2024 18:00,21.2,48,1,100%,Trace of precipitation
27.05.2024 21:00,-3.7,93,10,100%,9.0
28.05.2024 00:00,2.1,60,9,25%,
28.05.2024 03:00,21.4,51,2,25%,
28.05.2024 06:00,2.2,94,19,0%,
28.05.2024 09:00,9.8,68,9,50%,
28.05.2024 12:00,17.5,72,17,70 – 80%,
28.05.2024 15:00,2.3,82,13,100%,4.0
28.05.2024 18:00,13.1,92,17,100%,2.0
28.05.2024 21:00,-1.3,54,7,0%,0.3
29.05.2024 00:00,6.0,41,9,100%,Trace of precipitation
29.05.2024 03:00,15.2,91,12,50%,4.0
29.05.2024 06:00,-3.9,78,7,0%,
29.05.2024 09:00,16.4,92,3,50%,4.0
29.05.2024 12:00,11.8,83,3,0%,
29.05.2024 15:00,17.5,93,4,100%,4.0
29.05.2024 18:00,14.2,57,0,0%,
29.05.2024 21:00,25.6,42,16,25%,
30.05.2024 00:00,13.3,46,1,70 – 80%,1.0
30.05.2024 03:00,7.7,82,7,100%,
30.05.2024 06:00,13.2,57,6,70 – 80%,
30.05.2024 09:00,17.4,83,14,100%,
30.05.2024 12:00,12.5,77,4,70 – 80%,
30.05.2024 15:00,12.4,76,1,25%,0.3
30.05.2024 18:00,5.0,97,6,70 – 80%,6.0
30.05.2024 21:00,5.4,72,7,0%,
31.05.2024 00:00,-2.0,83,6,70 – 80%,
31.05.2024 03:00,29.5,98,6,100%,0.3
31.05.2024 06:00,-0.4,70,13,50%,
31.05.2024 09:00,5.1,97,17,70 – 80%,
31.05.2024 12:00,4.8,50,5,70 – 80%,
31.05.2024 15:00,20.9,43,3,70 – 80%,0.3
31.05.2024 18:00,9.1,98,9,100%,
31.05.2024 21:00,24.5,57,17,70 – 80%,
01.06.2024 00:00,5.3,43,11,100%,
01.06.2024 03:00,14.8,88,15,100%,
01.06.2024 06:00,3.6,73,6,50%,
01.06.2024 09:00,33.5,68,5,0%,
01.06.2024 12:00,0.1,63,4,100%,
01.06.2024 15:00,15.1,61,2,25%,
01.06.2024 18:00,18.3,41,11,70 – 80%,
01.06.2024 21:00,16.1,83,14,25%,6.0
02.06.2024 00:00,10.1,45,9,70 – 80%,22.0
02.06.2024 03:00,10.7,81,19,50%,
02.06.2024 06:00,12.4,64,18,100%,
02.06.2024 09:00,10.5,94,15,0%,
02.06.2024 12:00,21.6,96,10,100%,Trace of precipitation
02.06.2024 15:00,34.1,60,7,70 – 80%,Trace of precipitation
02.06.2024 18:00,6.4,94,2,0%,
02.06.2024 21:00,-1.7,98,6,100%,4.0
03.06.2024 00:00,11.1,55,6,0%,8.0
03.06.2024 03:00,37.8,70,13,70 – 80%,1.0
03.06.2024 06:00,4.0,53,1,50%,
03.06.2024 09:00,28.4,78,9,50%,
03.06.2024 12:00,28.8,67,18,100%,
03.06.2024 15:00,6.5,71,8,25%,0.8
03.06.2024 18:00,17.7,67,15,70 – 80%,0.8
03.06.2024 21:00,28.3,90,18,100%,
04.06.2024 00:00,8.2,94,17,100%,
04.06.2024 03:00,10.0,88,8,50%,
04.06.2024 06:00,6.2,48,15,0%,
04.06.2024 09:00,1.9,97,12,70 – 80%,
04.06.2024 12:00,5.5,84,9,0%,
04.06.2024 15:00,-0.2,61,19,70 – 80%,
04.06.2024 18:00,12.3,71,13,25%,Trace of precipitation
04.06.2024 21:00,4.3,44,11,50%,
05.06.2024 00:00,14.3,62,18,25%,
05.06.2024 03:00,-3.6,44,6,100%,
05.06.2024 06:00,15.3,81,14,50%,1.0
05.06.2024 09:00,20.3,92,15,100%,
05.06.2024 12:00,-7.9,71,7,25%,0.3
05.06.2024 15:00,15.7,98,9,70 – 80%,
05.06.2024 18:00,24.3,49,3,100%,0.5
05.06.2024 21:00,-0.1,98,18,0%,0.8
06.06.2024 00:00,28.7,78,18,70 – 80%,
06.06.2024 03:00,16.2,97,14,70 – 80%,Trace of precipitation
06.06.2024 06:00,4.9,54,13,25%,
06.06.2024 09:00,11.4,46,0,25%,
06.06.2024 12:00,17.6,68,15,50%,
06.06.2024 15:00,12.8,98,9,50%,
06.06.2024 18:00,17.4,86,18,0%,Trace of precipitation
06.06.2024 21:00,2.8,42,2,70 – 80%,0.3
07.06.2024 00:00,13.7,58,4,0%,
07.06.2024 03:00,-2.1,49,8,0%,
07.06.2024 06:00,10.9,67,17,25%,
07.06.2024 09:00,3.0,68,10,0%,0.8
07.06.2024 12:00,4.6,54,15,0%,
07.06.2024 15:00,24.4,74,1,100%,4.0
07.06.2024 18:00,22.9,45,11,50%,
07.06.2024 21:00,18.1,51,5,50%,
08.06.2024 00:00,1.1,86,10,70 – 80%,2.0
08.06.2024 03:00,8.8,77,7,50%,
08.06.2024 06:00,24.1,52,11,70 – 80%,
08.06.2024 09:00,13.4,68,1,100%,
08.06.2024 12:00,35.2,58,8,50%,
08.06.2024 15:00,15.9,42,14,100%,5.0
08.06.2024 18:00,13.9,47,1,50%,
08.06.2024 21:00,8.9,47,0,50%,
09.06.2024 00:00,13.3,94,9,100%,
09.06.2024 03:00,10.5,97,1,0%,
09.06.2024 06:00,19.1,59,11,0%,Trace of precipitation
09.06.2024 09:00,21.6,86,7,0%,9.0
09.06.2024 12:00,4.1,43,4,0%,7.0
09.06.2024 15:00,-1.3,90,0,50%,
09.06.2024 18:00,-6.4,60,14,25%,
09.06.2024 21:00,17.1,42,5,100%,
10.06.2024 00:00,1.0,84,11,25%,1.0
10.06.2024 03:00,-9.5,47,7,25%,
10.06.2024 06:00,15.9,62,12,70 – 80%,
10.06.2024 09:00,36.9,55,18,0%,0.8
10.06.2024 12:00,11.9,52,0,50%,
10.06.2024 15:00,20.4,42,10,0%,
10.06.2024 18:00,12.8,87,19,0%,
10.06.2024 21:00,11.0,48,0,25%,
11.06.2024 00:00,21.2,99,7,70 – 80%,
11.06.2024 03:00,9.1,53,4,0%,
11.06.2024 06:00,14.7,52,16,100%,
11.06.2024 09:00,15.2,92,7,100%,
11.06.2024 12:00,5.3,96,9,0%,3.0
11.06.2024 15:00,21.9,46,1,25%,
11.06.2024 18:00,10.3,54,8,25%,4.0
11.06.2024 21:00,4.4,46,2,50%,
12.06.2024 00:00,17.4,77,17,70 – 80%,
12.06.2024 03:00,3.0,73,6,25%,Trace of precipitation
12.06.2024 06:00,12.3,80,14,50%,
12.06.2024 09:00,11.9,61,19,100%,
12.06.2024 12:00,22.9,63,17,100%,Trace of precipitation
12.06.2024 15:00,16.7,88,2,100%,
12.06.2024 18:00,11.7,76,13,0%,
12.06.2024 21:00,20.2,83,1,70 – 80%,
13.06.2024 00:00,25.9,40,13,50%,0.3
13.06.2024 03:00,17.6,49,10,70 – 80%,0.3
13.06.2024 06:00,12.1,82,15,0%,
13.06.2024 09:00,-1.1,55,7,50%,
13.06.2024 12:00,1.3,85,6,50%,
13.06.2024 15:00,8.9,47,10,25%,
13.06.2024 18:00,5.9,95,2,70 – 80%,
13.06.2024 21:00,10.1,88,16,70 – 80%,
14.06.2024 00:00,12.6,64,13,25%,
14.06.2024 03:00,17.3,89,5,100%,
14.06.2024 06:00,11.3,51,7,0%,Trace of precipitation
14.06.2024 09:00,16.9,64,4,70 – 80%,
14.06.2024 12:00,12.6,56,7,25%,
14.06.2024 15:00,-7.8,99,1,50%,
14.06.2024 18:00,2.6,65,14,25%,Trace of precipitation
14.06.2024 21:00,10.6,85,11,100%,0.8
15.06.2024 00:00,-0.1,87,16,0%,7.0
15.06.2024 03:00,18.0,53,0,100%,
15.06.2024 06:00,27.3,80,14,50%,9.0
15.06.2024 09:00,24.2,75,13,50%,
15.06.2024 12:00,9.9,96,19,50%,
15.06.2024 15:00,26.9,62,15,50%,
15.06.2024 18:00,13.5,82,8,25%,0.3
15.06.2024 21:00,8.6,45,0,50%,2.0
16.06.2024 00:00,5.9,86,16,50%,Trace of precipitation
16.06.2024 03:00,9.0,44,12,25%,Trace of precipitation
16.06.2024 06:00,8.1,82,4,50%,
16.06.2024 09:00,13.7,64,9,100%,
16.06.2024 12:00,13.6,57,5,100%,
16.06.2024 15:00,12.0,52,18,70 – 80%,0.8
16.06.2024 18:00,16.4,82,12,100%,
16.06.2024 21:00,23.9,53,0,0%,Trace of precipitation
17.06.2024 00:00,21.5,67,19,0%,
17.06.2024 03:00,-2.8,57,14,0%,
17.06.2024 06:00,-13.5,98,13,25%,
17.06.2024 09:00,21.3,99,7,100%,
17.06.2024 12:00,-1.7,96,9,0%,Trace of precipitation
17.06.2024 15:00,9.8,67,8,70 – 80%,
17.06.2024 18:00,0.3,90,16,25%,
17.06.2024 21:00,-6.0,95,8,70 – 80%,
18.06.2024 00:00,17.4,66,2,100%,
18.06.2024 03:00,19.6,71,10,50%,
18.06.2024 06:00,6.2,86,11,70 – 80%,
18.06.2024 09:00,-13.9,48,9,50%,16.0
18.06.2024 12:00,6.5,79,16,25%,
18.06.2024 15:00,15.9,71,16,70 – 80%,
18.06.2024 18:00,-2.8,59,10,70 – 80%,
18.06.2024 21:00,13.8,67,3,25%,
19.06.2024 00:00,11.8,72,6,25%,
19.06.2024 03:00,17.8,43,13,0%,
19.06.2024 06:00,13.2,85,6,100%,
19.06.2024 09:00,2.3,96,7,70 – 80%,12.0
19.06.2024 12:00,24.0,73,0,70 – 80%,
19.06.2024 15:00,10.4,87,3,25%,10.0
19.06.2024 18:00,11.7,42,11,25%,11.0
19.06.2024 21:00,2.7,65,2,100%,
20.06.2024 00:00,7.6,47,12,25%,
20.06.2024 03:00,3.2,45,19,50%,
20.06.2024 06:00,10.3,55,5,50%,
20.06.2024 09:00,29.1,63,10,50%,10.0
20.06.2024 12:00,-1.7,87,3,50%,Trace of precipitation
20.06.2024 15:00,-4.1,78,19,100%,
20.06.2024 18:00,26.7,69,15,70 – 80%,
20.06.2024 21:00,9.9,84,6,50%,
21.06.2024 00:00,5.3,52,10,25%,
21.06.2024 03:00,22.4,44,0,50%,Trace of precipitation
21.06.2024 06:00,5.9,64,6,100%,
21.06.2024 09:00,30.3,59,11,25%,
21.06.2024 12:00,18.8,93,6,50%,8.0
21.06.2024 15:00,7.1,57,6,70 – 80%,
21.06.2024 18:00,33.6,86,9,25%,
21.06.2024 21:00,5.9,57,15,25%,
22.06.2024 00:00,19.4,41,7,70 – 80%,
22.06.2024 03:00,15.0,49,8,25%,0.8
22.06.2024 06:00,25.0,94,8,50%,2.0
22.06.2024 09:00,27.6,84,1,25%,
22.06.2024 12:00,12.3,89,12,50%,0.8
22.06.2024 15:00,4.5,86,12,70 – 80%,
22.06.2024 18:00,16.6,51,3,0%,Trace of precipitation
22.06.2024 21:00,5.2,86,11,70 – 80%,9.0
23.06.2024 00:00,32.1,52,16,50%,
23.06.2024 03:00,13.4,89,1,100%,1.0
23.06.2024 06:00,8.3,86,12,70 – 80%,
23.06.2024 09:00,13.8,96,17,100%,
23.06.2024 12:00,-1.5,94,14,100%,0.3
23.06.2024 15:00,2.3,50,7,50%,0.8
23.06.2024 18:00,24.0,58,14,50%,Trace of precipitation
23.06.2024 21:00,5.4,74,0,0%,0.5
24.06.2024 00:00,1.5,78,19,25%,
24.06.2024 03:00,17.4,92,9,70 – 80%,
24.06.2024 06:00,23.9,65,11,50%,5.0
24.06.2024 09:00,19.2,85,4,70 – 80%,
24.06.2024 12:00,22.0,53,8,100%,0.8
24.06.2024 15:00,4.4,93,7,25%,
24.06.2024 18:00,-2.2,84,15,0%,Trace of precipitation
24.06.2024 21:00,27.0,83,13,70 – 80%,
25.06.2024 00:00,8.8,63,12,25%,5.0
25.06.2024 03:00,9.5,80,12,0%,
25.06.2024 06:00,25.3,40,4,70 – 80%,8.0
25.06.2024 09:00,17.6,90,15,25%,
25.06.2024 12:00,16.6,82,10,50%,
25.06.2024 15:00,33.7,94,4,70 – 80%,2.0
25.06.2024 18:00,5.6,61,12,25%,0.5
25.06.2024 21:00,21.3,62,10,0%,17.0
26.06.2024 00:00,12.6,95,18,25%,
26.06.2024 03:00,14.7,93,2,50%,
26.06.2024 06:00,27.3,58,14,70 – 80%,
26.06.2024 09:00,17.1,57,6,70 – 80%,
26.06.2024 12:00,17.4,51,6,70 – 80%,0.5
26.06.2024 15:00,22.7,94,5,50%,
26.06.2024 18:00,8.4,67,2,0%,
26.06.2024 21:00,3.6,67,12,70 – 80%,
27.06.2024 00:00,1.6,99,6,0%,
27.06.2024 03:00,-7.7,98,4,25%,
27.06.2024 06:00,32.6,72,17,0%,
27.06.2024 09:00,1.0,58,7,0%,
27.06.2024 12:00,9.8,67,16,70 – 80%,
27.06.2024 15:00,9.2,98,19,100%,Trace of precipitation
27.06.2024 18:00,15.1,91,0,100%,
27.06.2024 21:00,20.2,88,13,50%,
28.06.2024 00:00,20.6,76,16,50%,5.0
28.06.2024 03:00,6.2,65,9,100%,5.0
28.06.2024 06:00,10.3,74,11,25%,Trace of precipitation
28.06.2024 09:00,14.8,73,15,70 – 80%,2.0
28.06.2024 12:00,9.5,74,13,70 – 80%,
28.06.2024 15:00,28.1,79,15,25%,Trace of precipitation
28.06.2024 18:00,16.9,55,7,25%,
28.06.2024 21:00,19.3,77,9,100%,
29.06.2024 00:00,18.6,52,16,50%,Trace of precipitation
29.06.2024 03:00,23.7,62,17,25%,
29.06.2024 06:00,13.8,99,19,50%,4.0
29.06.2024 09:00,-1.0,93,15,0%,0.3
29.06.2024 12:00,16.0,61,16,70 – 80%,
29.06.2024 15:00,5.5,55,15,100%,3.0
29.06.2024 18:00,6.7,67,18,70 – 80%,
29.06.2024 21:00,17.9,87,7,100%,
30.06.2024 00:00,24.4,74,5,0%,2.0
30.06.2024 03:00,12.2,99,5,70 – 80%,
30.06.2024 06:00,15.1,84,8,0%,2.0
30.06.2024 09:00,29.0,85,3,100%,
30.06.2024 12:00,14.4,47,11,25%,
30.06.2024 15:00,38.0,83,11,70 – 80%,Trace of precipitation
30.06.2024 18:00,17.7,94,16,0%,
30.06.2024 21:00,-5.6,94,14,70 – 80%,
01.07.2024 00:00,19.5,61,8,70 – 80%,
01.07.2024 03:00,15.8,60,6,70 – 80%,0.5
01.07.2024 06:00,24.9,65,9,50%,
01.07.2024 09:00,18.7,79,15,0%,2.0
01.07.2024 12:00,10.6,60,11,0%,
01.07.2024 15:00,-0.2,64,6,70 – 80%,0.3
01.07.2024 18:00,9.9,80,17,25%,11.0
01.07.2024 21:00,3.5,40,14,70 – 80%,
02.07.2024 00:00,6.2,45,5,50%,
02.07.2024 03:00,17.9,62,11,100%,Trace of precipitation
02.07.2024 06:00,28.7,90,10,50%,Trace of precipitation
02.07.2024 09:00,15.9,62,19,25%,
02.07.2024 12:00,0.0,82,2,70 – 80%,Trace of precipitation
02.07.2024 15:00,16.4,82,1,0%,Trace of precipitation
02.07.2024 18:00,24.0,62,5,70 – 80%,Trace of precipitation
02.07.2024 21:00,5.9,71,4,25%,1.0
03.07.2024 00:00,10.7,69,17,0%,
03.07.2024 03:00,12.1,52,15,50%,2.0
03.07.2024 06:00,4.2,82,7,100%,
03.07.2024 09:00,18.5,57,19,100%,
03.07.2024 12:00,10.8,62,10,70 – 80%,
03.07.2024 15:00,16.2,54,9,50%,
03.07.2024 18:00,3.1,72,11,25%,
03.07.2024 21:00,7.6,60,5,100%,
04.07.2024 00:00,19.2,96,19,50%,
04.07.2024 03:00,8.3,78,4,70 – 80%,Trace of precipitation
04.07.2024 06:00,29.3,62,8,0%,
04.07.2024 09:00,8.0,66,15,70 – 80%,
04.07.2024 12:00,14.2,84,13,70 – 80%,
04.07.2024 15:00,21.3,83,7,50%,
04.07.2024 18:00,-2.2,57,19,100%,
04.07.2024 21:00,-5.6,63,18,50%,
05.07.2024 00:00,-3.3,90,13,0%,Trace of precipitation
05.07.2024 03:00,24.6,86,6,50%,0.5
05.07.2024 06:00,6.5,79,4,25%,4.0
05.07.2024 09:00,37.6,90,17,70 – 80%,
05.07.2024 12:00,6.4,81,1,100%,
05.07.2024 15:00,13.8,46,10,0%,
05.07.2024 18:00,27.4,89,7,70 – 80%,4.0
05.07.2024 21:00,32.1,87,0,50%,
06.07.2024 00:00,32.6,59,11,25%,
06.07.2024 03:00,24.1,66,1,50%,
06.07.2024 06:00,22.2,45,17,70 – 80%,
06.07.2024 09:00,17.9,66,6,0%,Trace of precipitation
06.07.2024 12:00,19.8,48,16,100%,Trace of precipitation
06.07.2024 15:00,6.5,92,13,70 – 80%,Trace of precipitation
06.07.2024 18:00,3.8,84,6,0%,
06.07.2024 21:00,12.0,96,2,70 – 80%,Trace of precipitation
07.07.2024 00:00,10.3,70,5,25%,5.0
07.07.2024 03:00,7.5,60,19,50%,0.5
07.07.2024 06:00,19.0,65,1,100%,
07.07.2024 09:00,21.6,79,16,0%,
07.07.2024 12:00,12.9,87,11,100%,0.8
07.07.2024 15:00,26.8,84,11,100%,
07.07.2024 18:00,0.6,52,16,100%,0.8
07.07.2024 21:00,10.1,88,9,0%,Trace of precipitation
08.07.2024 00:00,4.8,62,2,0%,
08.07.2024 03:00,-6.7,59,19,100%,
08.07.2024 06:00,11.2,76,17,50%,
08.07.2024 09:00,10.8,93,12,70 – 80%,2.0
08.07.2024 12:00,27.1,92,11,100%,0.3
08.07.2024 15:00,18.3,67,16,25%,
08.07.2024 18:00,1.8,56,3,100%,
08.07.2024 21:00,30.5,67,9,0%,
09.07.2024 00:00,24.2,80,10,70 – 80%,1.0
09.07.2024 03:00,17.8,41,5,25%,
09.07.2024 06:00,9.7,64,5,70 – 80%,
09.07.2024 09:00,2.4,97,8,70 – 80%,1.0
09.07.2024 12:00,8.3,89,14,25%,
09.07.2024 15:00,22.9,80,1,100%,
09.07.2024 18:00,30.8,45,3,100%,
09.07.2024 21:00,27.4,50,4,100%,
10.07.2024 00:00,7.1,96,16,50%,
10.07.2024 03:00,0.8,77,7,100%,0.3
10.07.2024 06:00,13.4,45,7,25%,0.3
10.07.2024 09:00,-5.7,84,11,50%,1.0
10.07.2024 12:00,15.2,50,7,100%,5.0
10.07.2024 15:00,10.5,53,18,50%,
10.07.2024 18:00,7.3,41,2,25%,
10.07.2024 21:00,-3.9,79,17,100%,
11.07.2024 00:00,17.1,42,18,0%,Trace of precipitation
11.07.2024 03:00,6.7,94,18,25%,0.3
11.07.2024 06:00,0.3,92,14,70 – 80%,
11.07.2024 09:00,-16.7,74,5,70 – 80%,
11.07.2024 12:00,11.7,72,15,25%,
11.07.2024 15:00,29.7,63,7,70 – 80%,
11.07.2024 18:00,28.6,58,15,25%,13.0
11.07.2024 21:00,7.4,57,17,0%,
12.07.2024 00:00,6.0,88,19,25%,Trace of precipitation
12.07.2024 03:00,16.7,91,15,100%,
12.07.2024 06:00,2.0,63,10,100%,13.0
12.07.2024 09:00,15.0,84,6,50%,1.0
12.07.2024 12:00,19.7,74,16,70 – 80%,0.8
12.07.2024 15:00,24.3,40,16,70 – 80%,
12.07.2024 18:00,11.0,75,11,25%,
12.07.2024 21:00,10.0,64,12,70 – 80%,
13.07.2024 00:00,3.2,84,9,100%,
13.07.2024 03:00,3.7,88,6,0%,1.0
13.07.2024 06:00,9.7,99,13,25%,8.0
13.07.2024 09:00,15.7,82,0,70 – 80%,
13.07.2024 12:00,21.1,73,16,100%,
13.07.2024 15:00,4.0,64,3,50%,
13.07.2024 18:00,26.9,55,4,70 – 80%,Trace of precipitation
13.07.2024 21:00,9.3,73,19,0%,0.8
14.07.2024 00:00,11.8,68,6,0%,
14.07.2024 03:00,4.5,58,9,70 – 80%,
14.07.2024 06:00,-12.2,62,16,70 – 80%,2.0
14.07.2024 09:00,20.8,58,6,100%,4.0
14.07.2024 12:00,19.4,64,0,70 – 80%,
14.07.2024 15:00,9.2,55,6,50%,3.0
14.07.2024 18:00,12.7,93,10,100%,4.0
14.07.2024 21:00,17.2,90,8,25%,
15.07.2024 00:00,-3.6,48,11,50%,
15.07.2024 03:00,6.7,40,2,100%,
15.07.2024 06:00,19.9,81,3,100%,
15.07.2024 09:00,-0.5,58,3,0%,
15.07.2024 12:00,14.9,72,12,100%,
15.07.2024 15:00,-1.6,73,18,50%,
15.07.2024 18:00,16.7,55,9,70 – 80%,
15.07.2024 21:00,11.6,83,4,50%,
16.07.2024 00:00,-4.2,79,6,25%,
16.07.2024 03:00,23.6,94,15,100%,Trace of precipitation
16.07.2024 06:00,4.7,57,0,100%,0.5
16.07.2024 09:00,3.9,73,11,100%,
16.07.2024 12:00,14.0,64,1,100%,
16.07.2024 15:00,23.5,84,6,0%,4.0
16.07.2024 18:00,1.8,45,10,0%,
16.07.2024 21:00,12.6,60,12,70 – 80%,9.0
17.07.2024 00:00,16.3,97,1,100%,
17.07.2024 03:00,18.9,45,6,25%,Trace of precipitation
17.07.2024 06:00,13.8,71,14,70 – 80%,
17.07.2024 09:00,8.3,80,10,100%,5.0
17.07.2024 12:00,3.7,87,1,0%,5.0
17.07.2024 15:00,12.9,82,6,25%,0.5
17.07.2024 18:00,1.3,78,3,70 – 80%,3.0
17.07.2024 21:00,-17.2,70,10,25%,
18.07.2024 00:00,16.4,81,1,100%,
18.07.2024 03:00,21.0,49,15,50%,
18.07.2024 06:00,-11.6,69,6,25%,
18.07.2024 09:00,1.9,96,12,25%,
18.07.2024 12:00,18.2,91,4,0%,15.0
18.07.2024 15:00,32.6,57,16,100%,17.0
18.07.2024 18:00,12.2,99,11,25%,
18.07.2024 21:00,4.7,63,18,100%,
19.07.2024 00:00,10.2,91,6,0%,
19.07.2024 03:00,25.7,48,5,100%,3.0
19.07.2024 06:00,5.5,70,7,0%,
19.07.2024 09:00,4.0,54,12,0%,Trace of precipitation
19.07.2024 12:00,7.2,43,4,70 – 80%,0.8
19.07.2024 15:00,2.5,79,1,100%,1.0
19.07.2024 18:00,13.2,48,8,50%,
19.07.2024 21:00,28.2,84,10,70 – 80%,
20.07.2024 00:00,15.2,48,5,0%,2.0
20.07.2024 03:00,9.5,65,6,50%,7.0
20.07.2024 06:00,9.1,43,6,25%,Trace of precipitation
20.07.2024 09:00,-3.6,56,18,25%,
20.07.2024 12:00,20.8,55,5,70 – 80%,2.0
20.07.2024 15:00,11.2,54,10,50%,
20.07.2024 18:00,10.2,74,10,100%,Trace of precipitation
20.07.2024 21:00,43.9,96,6,50%,1.0
21.07.2024 00:00,15.0,91,1,70 – 80%,Trace of precipitation
21.07.2024 03:00,4.5,44,18,100%,2.0
21.07.2024 06:00,7.7,94,3,100%,
21.07.2024 09:00,23.5,44,5,25%,1.0
21.07.2024 12:00,13.1,59,16,50%,0.5
21.07.2024 15:00,-2.4,54,4,100%,
21.07.2024 18:00,21.2,57,6,70 – 80%,0.3
21.07.2024 21:00,5.3,86,8,25%,
22.07.2024 00:00,30.7,41,0,100%,6.0
22.07.2024 03:00,22.8,68,0,50%,
22.07.2024 06:00,7.5,52,18,25%,2.0
22.07.2024 09:00,24.8,43,5,50%,
22.07.2024 12:00,12.7,81,17,50%,
22.07.2024 15:00,20.5,84,9,50%,
22.07.2024 18:00,16.8,49,10,25%,
22.07.2024 21:00,3.5,70,0,100%,0.5
23.07.2024 00:00,5.6,80,0,0%,
23.07.2024 03:00,22.3,47,12,100%,7.0
23.07.2024 06:00,8.7,42,4,25%,0.8
23.07.2024 09:00,8.0,87,19,0%,Trace of precipitation
23.07.2024 12:00,2.4,85,0,0%,8.0
23.07.2024 15:00,16.2,48,19,0%,
